measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Israel,Female,50-69 years,Opioid use disorders,Number,2001,494.4930955,649.3982425,375.443114
Prevalence,Israel,Male,70+ years,Opioid use disorders,Number,2001,368.645057,460.4398104,290.9407625
Prevalence,Israel,Female,70+ years,Opioid use disorders,Number,2001,193.8889782,247.6083275,149.3526819
Prevalence,Austria,Male,5-14 years,Opioid use disorders,Number,2009,0,0,0
Prevalence,Austria,Female,5-14 years,Opioid use disorders,Number,2009,0,0,0
Prevalence,Austria,Male,15-49 years,Opioid use disorders,Number,2009,17844.57781,19290.92173,16520.51273
Prevalence,Austria,Female,15-49 years,Opioid use disorders,Number,2009,6446.64672,7510.155959,5561.580839
Prevalence,Austria,Male,50-69 years,Opioid use disorders,Number,2009,3392.750907,3817.823096,2987.051451
Prevalence,Austria,Female,50-69 years,Opioid use disorders,Number,2009,1200.558278,1450.299265,988.3048764
Prevalence,Austria,Male,70+ years,Opioid use disorders,Number,2009,751.1430829,928.5159342,594.1394707
Prevalence,Austria,Female,70+ years,Opioid use disorders,Number,2009,450.6791171,580.0017342,350.8826156
Prevalence,Austria,Male,5-14 years,Cocaine use disorders,Number,2009,0,0,0
Prevalence,Austria,Female,5-14 years,Cocaine use disorders,Number,2009,0,0,0
Prevalence,Austria,Male,15-49 years,Cocaine use disorders,Number,2009,4988.683716,5732.330315,4374.909819
Prevalence,Austria,Female,15-49 years,Cocaine use disorders,Number,2009,1469.129399,1785.213827,1210.235514
Prevalence,Austria,Male,50-69 years,Cocaine use disorders,Number,2009,970.8353821,1112.358723,841.5582459
Prevalence,Austria,Female,50-69 years,Cocaine use disorders,Number,2009,338.2599131,394.3372814,286.110245
Prevalence,Austria,Male,70+ years,Cocaine use disorders,Number,2009,252.7910483,293.3954302,216.9750234
Prevalence,Austria,Female,70+ years,Cocaine use disorders,Number,2009,166.4749234,199.5195427,136.3639158
Prevalence,Austria,Male,5-14 years,Amphetamine use disorders,Number,2009,17.07178416,27.18825502,9.486213031
Prevalence,Austria,Female,5-14 years,Amphetamine use disorders,Number,2009,10.13140843,16.8716545,4.959195813
Prevalence,Austria,Male,15-49 years,Amphetamine use disorders,Number,2009,3192.861333,4335.132743,2294.882596
Prevalence,Austria,Female,15-49 years,Amphetamine use disorders,Number,2009,1904.334474,2569.48716,1388.003957
Prevalence,Austria,Male,50-69 years,Amphetamine use disorders,Number,2009,173.8386106,254.284017,117.1375487
Prevalence,Austria,Female,50-69 years,Amphetamine use disorders,Number,2009,109.3906978,161.0006126,71.29897822
Prevalence,Austria,Male,70+ years,Amphetamine use disorders,Number,2009,42.99995142,61.1572911,28.3853998
Prevalence,Austria,Female,70+ years,Amphetamine use disorders,Number,2009,62.01009614,88.29990504,42.17841048
Prevalence,Austria,Male,5-14 years,Other drug use disorders,Number,2009,0.024935367,0.057881634,0.003837892
Prevalence,Austria,Female,5-14 years,Other drug use disorders,Number,2009,0.021684517,0.049507013,0.001847398
Prevalence,Austria,Male,15-49 years,Other drug use disorders,Number,2009,2246.232647,2530.195561,1975.27132
Prevalence,Austria,Female,15-49 years,Other drug use disorders,Number,2009,1636.10606,1904.363401,1398.740519
Prevalence,Austria,Male,50-69 years,Other drug use disorders,Number,2009,411.7586038,514.5287931,331.8384206
Prevalence,Austria,Female,50-69 years,Other drug use disorders,Number,2009,484.6069543,618.1764472,379.041023
Prevalence,Austria,Male,70+ years,Other drug use disorders,Number,2009,6.058627539,7.473411581,4.836085124
Prevalence,Austria,Female,70+ years,Other drug use disorders,Number,2009,13.27448546,16.03181378,10.7189556
Prevalence,Slovakia,Male,5-14 years,Opioid use disorders,Number,2008,0,0,0
Prevalence,Slovakia,Female,5-14 years,Opioid use disorders,Number,2008,0,0,0
Prevalence,Slovakia,Male,15-49 years,Opioid use disorders,Number,2008,6139.982308,7265.949658,5056.67928
Prevalence,Slovakia,Female,15-49 years,Opioid use disorders,Number,2008,2041.980558,2514.011694,1617.90772
Prevalence,Slovakia,Male,50-69 years,Opioid use disorders,Number,2008,1254.169617,1620.215065,977.432736
Prevalence,Slovakia,Female,50-69 years,Opioid use disorders,Number,2008,590.2278862,758.085431,456.6390369
Prevalence,Slovakia,Male,70+ years,Opioid use disorders,Number,2008,175.7544369,223.4399686,134.3347336
Prevalence,Slovakia,Female,70+ years,Opioid use disorders,Number,2008,249.9819181,318.2899777,189.172853
Prevalence,Slovakia,Male,5-14 years,Cocaine use disorders,Number,2008,0,0,0
Prevalence,Slovakia,Female,5-14 years,Cocaine use disorders,Number,2008,0,0,0
Prevalence,Slovakia,Male,15-49 years,Cocaine use disorders,Number,2008,1300.580631,1550.667503,1095.87691
Prevalence,Slovakia,Female,15-49 years,Cocaine use disorders,Number,2008,1000.095189,1201.564768,828.7738031
Prevalence,Slovakia,Male,50-69 years,Cocaine use disorders,Number,2008,232.5962144,270.8995904,197.8258877
Prevalence,Slovakia,Female,50-69 years,Cocaine use disorders,Number,2008,280.2824769,331.122216,238.903495
Prevalence,Slovakia,Male,70+ years,Cocaine use disorders,Number,2008,39.50264644,47.42133647,33.15866539
Prevalence,Slovakia,Female,70+ years,Cocaine use disorders,Number,2008,90.94553001,106.9566387,76.77673405
Prevalence,Slovakia,Male,5-14 years,Amphetamine use disorders,Number,2008,17.0661221,20.07759851,14.06051282
Prevalence,Slovakia,Female,5-14 years,Amphetamine use disorders,Number,2008,9.878717348,11.56620725,8.093295781
Prevalence,Slovakia,Male,15-49 years,Amphetamine use disorders,Number,2008,4302.761542,4682.235174,3937.891358
Prevalence,Slovakia,Female,15-49 years,Amphetamine use disorders,Number,2008,2497.804984,2715.277369,2293.994776
Prevalence,Slovakia,Male,50-69 years,Amphetamine use disorders,Number,2008,167.2438945,195.7716622,142.2785332
Prevalence,Slovakia,Female,50-69 years,Amphetamine use disorders,Number,2008,111.059618,130.8005583,93.78566098
Prevalence,Slovakia,Male,70+ years,Amphetamine use disorders,Number,2008,18.5882946,26.20249892,12.24405091
Prevalence,Slovakia,Female,70+ years,Amphetamine use disorders,Number,2008,24.87172351,36.47388769,15.91317826
Prevalence,Slovakia,Male,5-14 years,Other drug use disorders,Number,2008,0.013469484,0.031765321,0.001589958
Prevalence,Slovakia,Female,5-14 years,Other drug use disorders,Number,2008,0.013463767,0.032336485,0.001200669
Prevalence,Slovakia,Male,15-49 years,Other drug use disorders,Number,2008,552.6060182,636.1259343,476.3890381
Prevalence,Slovakia,Female,15-49 years,Other drug use disorders,Number,2008,604.9111085,701.9948437,509.673531
Prevalence,Slovakia,Male,50-69 years,Other drug use disorders,Number,2008,150.3853202,185.4939685,120.4262351
Prevalence,Slovakia,Female,50-69 years,Other drug use disorders,Number,2008,185.0980243,234.1651017,146.1953944
Prevalence,Slovakia,Male,70+ years,Other drug use disorders,Number,2008,2.07509942,2.45329575,1.773463816
Prevalence,Slovakia,Female,70+ years,Other drug use disorders,Number,2008,4.171290044,4.951626997,3.465563953
Prevalence,Croatia,Male,50-69 years,Cocaine use disorders,Number,2002,248.6374355,285.7092019,213.405161
Prevalence,Croatia,Female,50-69 years,Cocaine use disorders,Number,2002,171.0589977,202.4499044,142.8803121
Prevalence,Croatia,Male,70+ years,Cocaine use disorders,Number,2002,55.31244066,64.89327207,47.30054148
Prevalence,Croatia,Female,70+ years,Cocaine use disorders,Number,2002,69.42728193,83.05811652,57.22737501
Prevalence,Croatia,Male,5-14 years,Amphetamine use disorders,Number,2002,5.426408473,9.86603158,2.186252206
Prevalence,Croatia,Female,5-14 years,Amphetamine use disorders,Number,2002,1.5324658,3.121710028,0.21331392
Prevalence,Croatia,Male,15-49 years,Amphetamine use disorders,Number,2002,1496.060181,2017.706032,1057.426856
Prevalence,Croatia,Female,15-49 years,Amphetamine use disorders,Number,2002,583.0780525,786.9561828,416.0120794
Prevalence,Croatia,Male,50-69 years,Amphetamine use disorders,Number,2002,61.86716073,90.22351778,41.45478034
Prevalence,Croatia,Female,50-69 years,Amphetamine use disorders,Number,2002,32.28613535,48.2015797,19.95415724
Prevalence,Croatia,Male,70+ years,Amphetamine use disorders,Number,2002,9.517006399,13.75418673,5.941222627
Prevalence,Croatia,Female,70+ years,Amphetamine use disorders,Number,2002,10.3105494,16.09424423,5.635415625
Prevalence,Croatia,Male,5-14 years,Other drug use disorders,Number,2002,0.011721064,0.028164638,0.000876403
Prevalence,Croatia,Female,5-14 years,Other drug use disorders,Number,2002,0.011733523,0.028037328,0.00152877
Prevalence,Croatia,Male,15-49 years,Other drug use disorders,Number,2002,504.4561837,573.086326,441.7484615
Prevalence,Croatia,Female,15-49 years,Other drug use disorders,Number,2002,458.107752,530.0276991,389.3447013
Prevalence,Croatia,Male,50-69 years,Other drug use disorders,Number,2002,86.97725139,110.0054691,69.60580071
Prevalence,Croatia,Female,50-69 years,Other drug use disorders,Number,2002,121.530714,153.4543653,96.4052132
Prevalence,Croatia,Male,70+ years,Other drug use disorders,Number,2002,2.08296014,2.42644808,1.759122896
Prevalence,Croatia,Female,70+ years,Other drug use disorders,Number,2002,5.913699296,6.94212498,5.033308657
Prevalence,Sweden,Male,5-14 years,Opioid use disorders,Number,2006,0,0,0
Prevalence,Sweden,Female,5-14 years,Opioid use disorders,Number,2006,0,0,0
Prevalence,Sweden,Male,15-49 years,Opioid use disorders,Number,2006,9612.056078,11334.30508,7960.936869
Prevalence,Sweden,Female,15-49 years,Opioid use disorders,Number,2006,2461.73448,3106.260991,1920.788776
Prevalence,Sweden,Male,50-69 years,Opioid use disorders,Number,2006,2157.08361,2698.856998,1724.122445
Prevalence,Sweden,Female,50-69 years,Opioid use disorders,Number,2006,786.9883281,1010.592161,599.3085849
Prevalence,Sweden,Male,70+ years,Opioid use disorders,Number,2006,486.1894485,605.4161032,378.1549587
Prevalence,Sweden,Female,70+ years,Opioid use disorders,Number,2006,313.0481162,400.7365826,243.3489241
Prevalence,Sweden,Male,5-14 years,Cocaine use disorders,Number,2006,0,0,0
Prevalence,Sweden,Female,5-14 years,Cocaine use disorders,Number,2006,0,0,0
Prevalence,Sweden,Male,15-49 years,Cocaine use disorders,Number,2006,1284.487485,1558.450167,1068.835507
Prevalence,Sweden,Female,15-49 years,Cocaine use disorders,Number,2006,711.9640321,870.0122746,578.7375419
Prevalence,Sweden,Male,50-69 years,Cocaine use disorders,Number,2006,286.4358662,338.1753171,238.9846286
Prevalence,Sweden,Female,50-69 years,Cocaine use disorders,Number,2006,186.5339709,222.8096154,153.6492126
Prevalence,Sweden,Male,70+ years,Cocaine use disorders,Number,2006,79.04179589,95.65670397,64.74200698
Prevalence,Sweden,Female,70+ years,Cocaine use disorders,Number,2006,93.94932505,115.8286246,75.04590906
Prevalence,Sweden,Male,5-14 years,Amphetamine use disorders,Number,2006,34.70244225,53.37190761,19.37122767
Prevalence,Sweden,Female,5-14 years,Amphetamine use disorders,Number,2006,18.36838571,30.95671658,9.378023543
Prevalence,Sweden,Male,15-49 years,Amphetamine use disorders,Number,2006,7383.669977,9713.673946,5461.322868
Prevalence,Sweden,Female,15-49 years,Amphetamine use disorders,Number,2006,3642.07659,4939.475257,2570.735287
Prevalence,Sweden,Male,50-69 years,Amphetamine use disorders,Number,2006,387.9942586,561.2525991,265.2820972
Prevalence,Sweden,Female,50-69 years,Amphetamine use disorders,Number,2006,193.0986196,282.0181463,132.0835275
Prevalence,Sweden,Male,70+ years,Amphetamine use disorders,Number,2006,81.99189241,115.080353,56.79655004
Prevalence,Sweden,Female,70+ years,Amphetamine use disorders,Number,2006,112.9975405,157.0748163,81.46911887
Prevalence,Sweden,Male,5-14 years,Other drug use disorders,Number,2006,0.030211301,0.067498202,0.003623664
Prevalence,Sweden,Female,5-14 years,Other drug use disorders,Number,2006,0.025981705,0.060545053,0.002653807
Prevalence,Sweden,Male,15-49 years,Other drug use disorders,Number,2006,2874.404697,3222.902656,2567.692812
Prevalence,Sweden,Female,15-49 years,Other drug use disorders,Number,2006,1601.583318,1843.650841,1371.806073
Prevalence,Sweden,Male,50-69 years,Other drug use disorders,Number,2006,682.9037897,819.5473939,570.3894613
Prevalence,Sweden,Female,50-69 years,Other drug use disorders,Number,2006,561.7188321,682.4291242,462.6543947
Prevalence,Sweden,Male,70+ years,Other drug use disorders,Number,2006,7.365845795,8.588828951,6.296098826
Prevalence,Sweden,Female,70+ years,Other drug use disorders,Number,2006,14.21792611,16.4010379,12.22140498
Prevalence,Belarus,Male,5-14 years,Other drug use disorders,Number,1998,0.042627667,0.097441144,0.004298585
Prevalence,Belarus,Female,5-14 years,Other drug use disorders,Number,1998,0.039849934,0.098229775,0.00466669
Prevalence,Belarus,Male,15-49 years,Other drug use disorders,Number,1998,1399.326539,1576.648737,1234.930878
Prevalence,Belarus,Female,15-49 years,Other drug use disorders,Number,1998,1318.688049,1509.145574,1128.722446
Prevalence,Belarus,Male,50-69 years,Other drug use disorders,Number,1998,184.7734103,222.0498492,151.5361153
Prevalence,Belarus,Female,50-69 years,Other drug use disorders,Number,1998,284.7915053,347.5592966,232.9219285
Prevalence,Belarus,Male,70+ years,Other drug use disorders,Number,1998,4.416457318,4.927360007,3.939905509
Prevalence,Belarus,Female,70+ years,Other drug use disorders,Number,1998,15.33391096,17.15667123,13.67983951
Prevalence,Israel,Male,5-14 years,Opioid use disorders,Number,1997,0,0,0
Prevalence,Israel,Female,5-14 years,Opioid use disorders,Number,1997,0,0,0
Prevalence,Israel,Male,15-49 years,Opioid use disorders,Number,1997,5839.308709,7131.516077,4727.21907
Prevalence,Israel,Female,15-49 years,Opioid use disorders,Number,1997,2894.380426,3614.311097,2223.154528
Prevalence,Israel,Male,50-69 years,Opioid use disorders,Number,1997,925.9954515,1155.975386,731.0214607
Prevalence,Israel,Female,50-69 years,Opioid use disorders,Number,1997,417.9206178,542.742908,318.4421153
Prevalence,Israel,Male,70+ years,Opioid use disorders,Number,1997,338.7156665,420.642186,268.8784203
Prevalence,Israel,Female,70+ years,Opioid use disorders,Number,1997,175.6932721,228.1912446,136.9572943
Prevalence,Ukraine,Male,5-14 years,Opioid use disorders,Number,2007,0,0,0
Prevalence,Ukraine,Female,5-14 years,Opioid use disorders,Number,2007,0,0,0
Prevalence,Ukraine,Male,15-49 years,Opioid use disorders,Number,2007,69355.97694,82320.1028,56773.78106
Prevalence,Ukraine,Female,15-49 years,Opioid use disorders,Number,2007,27340.41921,33582.79865,21952.54155
Prevalence,Ukraine,Male,50-69 years,Opioid use disorders,Number,2007,16993.28904,21428.59767,13666.72381
Prevalence,Ukraine,Female,50-69 years,Opioid use disorders,Number,2007,8352.78685,10404.99717,6652.449238
Prevalence,Ukraine,Male,70+ years,Opioid use disorders,Number,2007,3038.025439,3787.466496,2348.528259
Prevalence,Ukraine,Female,70+ years,Opioid use disorders,Number,2007,4030.892458,5090.449394,3156.323642
Prevalence,Ukraine,Male,5-14 years,Cocaine use disorders,Number,2007,0,0,0
Prevalence,Ukraine,Female,5-14 years,Cocaine use disorders,Number,2007,0,0,0
Prevalence,Ukraine,Male,15-49 years,Cocaine use disorders,Number,2007,23512.16528,27499.34768,19963.7462
Prevalence,Ukraine,Female,15-49 years,Cocaine use disorders,Number,2007,3800.614687,4608.912205,3111.563503
Prevalence,Ukraine,Male,50-69 years,Cocaine use disorders,Number,2007,3533.569024,4044.285816,3068.65543
Prevalence,Ukraine,Female,50-69 years,Cocaine use disorders,Number,2007,1245.456507,1513.862211,1018.249615
Prevalence,Ukraine,Male,70+ years,Cocaine use disorders,Number,2007,635.5688797,741.9914341,542.8013865
Prevalence,Ukraine,Female,70+ years,Cocaine use disorders,Number,2007,438.5758431,551.8648464,347.11503
Prevalence,Ukraine,Male,5-14 years,Amphetamine use disorders,Number,2007,87.76823181,152.634289,39.03798352
Prevalence,Ukraine,Female,5-14 years,Amphetamine use disorders,Number,2007,39.42117833,71.85102784,13.76685164
Prevalence,Ukraine,Male,15-49 years,Amphetamine use disorders,Number,2007,34946.99091,47329.69193,25045.20819
Prevalence,Ukraine,Female,15-49 years,Amphetamine use disorders,Number,2007,18057.18712,24407.13814,12986.6583
Prevalence,Ukraine,Male,50-69 years,Amphetamine use disorders,Number,2007,1819.904839,2531.722079,1275.597635
Prevalence,Ukraine,Female,50-69 years,Amphetamine use disorders,Number,2007,1104.123122,1590.350307,748.1384682
Prevalence,Ukraine,Male,70+ years,Amphetamine use disorders,Number,2007,225.4739931,309.6317584,150.2575806
Prevalence,Ukraine,Female,70+ years,Amphetamine use disorders,Number,2007,253.7308758,373.7086039,162.1341884
Prevalence,Ukraine,Male,5-14 years,Other drug use disorders,Number,2007,0.113437854,0.266747888,0.008968838
Prevalence,Ukraine,Female,5-14 years,Other drug use disorders,Number,2007,0.109510892,0.25893374,0.01441105
Prevalence,Ukraine,Male,15-49 years,Other drug use disorders,Number,2007,5424.524436,6089.788234,4790.916566
Prevalence,Ukraine,Female,15-49 years,Other drug use disorders,Number,2007,5264.842572,6069.398238,4481.400262
Prevalence,Ukraine,Male,50-69 years,Other drug use disorders,Number,2007,1251.678894,1519.324446,1033.434548
Prevalence,Ukraine,Female,50-69 years,Other drug use disorders,Number,2007,1659.74891,2084.022212,1332.066413
Prevalence,Ukraine,Male,70+ years,Other drug use disorders,Number,2007,17.38908719,20.25803059,14.69501034
Prevalence,Ukraine,Female,70+ years,Other drug use disorders,Number,2007,41.62865456,49.58626535,34.51781082
Prevalence,Iceland,Male,5-14 years,Opioid use disorders,Number,2004,0,0,0
Prevalence,Iceland,Female,5-14 years,Opioid use disorders,Number,2004,0,0,0
Prevalence,Iceland,Male,15-49 years,Opioid use disorders,Number,2004,364.2184144,424.4961154,306.0102772
Prevalence,Iceland,Female,15-49 years,Opioid use disorders,Number,2004,209.1194471,254.2634804,169.9871421
Prevalence,Iceland,Male,50-69 years,Opioid use disorders,Number,2004,64.49744011,80.36307531,51.05141429
Prevalence,Iceland,Female,50-69 years,Opioid use disorders,Number,2004,33.65125291,43.03170224,26.07996859
Prevalence,Iceland,Male,70+ years,Opioid use disorders,Number,2004,18.77328295,23.39731092,14.62653792
Prevalence,Iceland,Female,70+ years,Opioid use disorders,Number,2004,12.67347898,15.99834907,9.994898631
Prevalence,Iceland,Male,5-14 years,Cocaine use disorders,Number,2004,0,0,0
Prevalence,Iceland,Female,5-14 years,Cocaine use disorders,Number,2004,0,0,0
Prevalence,Iceland,Male,15-49 years,Cocaine use disorders,Number,2004,138.8026505,177.7460481,106.9673119
Prevalence,Iceland,Female,15-49 years,Cocaine use disorders,Number,2004,45.71403342,56.15458826,37.08095104
Prevalence,Iceland,Male,50-69 years,Cocaine use disorders,Number,2004,19.60453518,24.4568069,15.3098025
Prevalence,Iceland,Female,50-69 years,Cocaine use disorders,Number,2004,8.022921559,9.336532133,6.755354077
Prevalence,Iceland,Male,70+ years,Cocaine use disorders,Number,2004,5.176079911,6.489047069,4.040980835
Prevalence,Iceland,Female,70+ years,Cocaine use disorders,Number,2004,3.900528374,4.605167698,3.277124824
Prevalence,Iceland,Male,5-14 years,Amphetamine use disorders,Number,2004,0.717156135,1.160863286,0.375428089
Prevalence,Iceland,Female,5-14 years,Amphetamine use disorders,Number,2004,0.35114265,0.616984616,0.139473786
Prevalence,Iceland,Male,15-49 years,Amphetamine use disorders,Number,2004,105.5686979,142.2281477,76.19953201
Prevalence,Iceland,Female,15-49 years,Amphetamine use disorders,Number,2004,51.88520752,71.24688413,36.96215172
Prevalence,Iceland,Male,50-69 years,Amphetamine use disorders,Number,2004,3.494699813,5.138797249,2.334809853
Prevalence,Iceland,Female,50-69 years,Amphetamine use disorders,Number,2004,1.986724518,2.96412542,1.261648442
Prevalence,Iceland,Male,70+ years,Amphetamine use disorders,Number,2004,0.879088476,1.265994103,0.580766152
Prevalence,Iceland,Female,70+ years,Amphetamine use disorders,Number,2004,1.254468881,1.683034829,0.912718099
Prevalence,Iceland,Male,5-14 years,Other drug use disorders,Number,2004,0.001296148,0.002965257,0.000166182
Prevalence,Iceland,Female,5-14 years,Other drug use disorders,Number,2004,0.001115153,0.002601151,8.91E-05
Prevalence,Iceland,Male,15-49 years,Other drug use disorders,Number,2004,84.9106416,95.38247639,75.36785627
Prevalence,Iceland,Female,15-49 years,Other drug use disorders,Number,2004,63.49672006,72.46901101,54.75518547
Prevalence,Iceland,Male,50-69 years,Other drug use disorders,Number,2004,12.26793077,15.34921758,9.874897965
Prevalence,Iceland,Female,50-69 years,Other drug use disorders,Number,2004,17.87479493,21.88268607,14.55106301
Prevalence,Iceland,Male,70+ years,Other drug use disorders,Number,2004,0.319182483,0.35858895,0.284302381
Prevalence,Iceland,Female,70+ years,Other drug use disorders,Number,2004,0.823943499,0.901656393,0.754242895
Prevalence,Serbia,Male,5-14 years,Opioid use disorders,Number,2001,0,0,0
Prevalence,Serbia,Female,5-14 years,Opioid use disorders,Number,2001,0,0,0
Prevalence,Serbia,Male,15-49 years,Opioid use disorders,Number,2001,11104.48131,13507.50992,9053.462789
Prevalence,Serbia,Female,15-49 years,Opioid use disorders,Number,2001,3195.561771,3964.770037,2496.058184
Prevalence,Serbia,Male,50-69 years,Opioid use disorders,Number,2001,2162.930303,2775.597597,1668.070013
Prevalence,Serbia,Female,50-69 years,Opioid use disorders,Number,2001,863.2519683,1102.944099,667.3629732
Prevalence,Serbia,Male,70+ years,Opioid use disorders,Number,2001,392.4755135,516.4504392,291.6803015
Prevalence,Serbia,Female,70+ years,Opioid use disorders,Number,2001,380.8484721,500.3471119,288.8728376
Prevalence,Serbia,Male,5-14 years,Cocaine use disorders,Number,2001,0,0,0
Prevalence,Serbia,Female,5-14 years,Cocaine use disorders,Number,2001,0,0,0
Prevalence,Serbia,Male,15-49 years,Cocaine use disorders,Number,2001,1102.530776,1413.088637,857.1129449
Prevalence,Serbia,Female,15-49 years,Cocaine use disorders,Number,2001,318.8481789,396.9935079,249.5180873
Prevalence,Serbia,Male,50-69 years,Cocaine use disorders,Number,2001,202.9079218,250.9683701,160.7402765
Prevalence,Serbia,Female,50-69 years,Cocaine use disorders,Number,2001,89.40493859,115.3457703,64.92633131
Prevalence,Serbia,Male,70+ years,Cocaine use disorders,Number,2001,43.93697602,55.89830562,34.24467553
Prevalence,Serbia,Female,70+ years,Cocaine use disorders,Number,2001,28.27596126,38.45092093,19.89270156
Prevalence,Serbia,Male,5-14 years,Amphetamine use disorders,Number,2001,4.711653287,9.908776757,0.705298793
Prevalence,Serbia,Female,5-14 years,Amphetamine use disorders,Number,2001,1.454871558,3.63592429,0.111468629
Prevalence,Serbia,Male,15-49 years,Amphetamine use disorders,Number,2001,1787.816467,2358.894617,1299.026911
Prevalence,Serbia,Female,15-49 years,Amphetamine use disorders,Number,2001,844.3452853,1117.687562,597.9871142
Prevalence,Serbia,Male,50-69 years,Amphetamine use disorders,Number,2001,80.85125682,121.4173236,51.61752683
Prevalence,Serbia,Female,50-69 years,Amphetamine use disorders,Number,2001,46.14495771,70.8480558,25.9686548
Prevalence,Serbia,Male,70+ years,Amphetamine use disorders,Number,2001,12.692704,19.96363381,6.817255822
Prevalence,Serbia,Female,70+ years,Amphetamine use disorders,Number,2001,11.42085107,19.10782479,5.490610044
Prevalence,Serbia,Male,5-14 years,Other drug use disorders,Number,2001,0.027707306,0.066519987,0.001707737
Prevalence,Serbia,Female,5-14 years,Other drug use disorders,Number,2001,0.028340857,0.067090328,0.002172593
Prevalence,Serbia,Male,15-49 years,Other drug use disorders,Number,2001,870.7250056,997.7256796,748.8637075
Prevalence,Serbia,Female,15-49 years,Other drug use disorders,Number,2001,936.1643257,1091.996344,790.5594099
Prevalence,Serbia,Male,50-69 years,Other drug use disorders,Number,2001,162.516102,207.4996189,128.954511
Prevalence,Serbia,Female,50-69 years,Other drug use disorders,Number,2001,235.6528777,306.8052025,182.8810631
Prevalence,Serbia,Male,70+ years,Other drug use disorders,Number,2001,3.310301728,4.037307514,2.640348405
Prevalence,Serbia,Female,70+ years,Other drug use disorders,Number,2001,6.119254286,7.381945964,5.032890743
Prevalence,Portugal,Male,5-14 years,Opioid use disorders,Number,2002,0,0,0
Prevalence,Portugal,Female,5-14 years,Opioid use disorders,Number,2002,0,0,0
Prevalence,Portugal,Male,15-49 years,Opioid use disorders,Number,2002,10484.93513,12513.58403,8491.775103
Prevalence,Portugal,Female,15-49 years,Opioid use disorders,Number,2002,5249.662523,6702.425872,4045.857633
Prevalence,Portugal,Male,50-69 years,Opioid use disorders,Number,2002,2869.331056,3476.803435,2300.997043
Prevalence,Portugal,Female,50-69 years,Opioid use disorders,Number,2002,1153.791521,1500.311273,883.3747385
Prevalence,Portugal,Male,70+ years,Opioid use disorders,Number,2002,1046.804649,1292.830317,843.1968258
Prevalence,Portugal,Female,70+ years,Opioid use disorders,Number,2002,469.72097,610.2916904,363.7499717
Prevalence,Estonia,Male,5-14 years,Opioid use disorders,Number,2002,0,0,0
Prevalence,Estonia,Female,5-14 years,Opioid use disorders,Number,2002,0,0,0
Prevalence,Estonia,Male,15-49 years,Opioid use disorders,Number,2002,3139.023566,3640.969319,2733.59295
Prevalence,Estonia,Female,15-49 years,Opioid use disorders,Number,2002,962.5424107,1172.075302,782.7607389
Prevalence,Estonia,Male,50-69 years,Opioid use disorders,Number,2002,444.4167932,546.278557,355.7386548
Prevalence,Estonia,Female,50-69 years,Opioid use disorders,Number,2002,224.4861478,283.6751176,176.8825837
Prevalence,Estonia,Male,70+ years,Opioid use disorders,Number,2002,79.87278058,102.0903853,61.40270843
Prevalence,Estonia,Female,70+ years,Opioid use disorders,Number,2002,130.1207264,167.6261811,99.60382933
Prevalence,Estonia,Male,5-14 years,Cocaine use disorders,Number,2002,0,0,0
Prevalence,Estonia,Female,5-14 years,Cocaine use disorders,Number,2002,0,0,0
Prevalence,Estonia,Male,15-49 years,Cocaine use disorders,Number,2002,1426.127041,1696.204973,1188.190708
Prevalence,Estonia,Female,15-49 years,Cocaine use disorders,Number,2002,188.8999423,231.9949756,151.9522318
Prevalence,Estonia,Male,50-69 years,Cocaine use disorders,Number,2002,196.3417786,230.4590506,164.5234997
Prevalence,Estonia,Female,50-69 years,Cocaine use disorders,Number,2002,60.05617253,70.93765526,50.21585866
Prevalence,Estonia,Male,70+ years,Cocaine use disorders,Number,2002,34.71114885,41.67416565,28.5766882
Prevalence,Estonia,Female,70+ years,Cocaine use disorders,Number,2002,23.74954281,28.58173465,19.50601336
Prevalence,Estonia,Male,5-14 years,Amphetamine use disorders,Number,2002,4.794044139,7.228930456,2.825386551
Prevalence,Estonia,Female,5-14 years,Amphetamine use disorders,Number,2002,2.755395011,4.301699917,1.534959531
Prevalence,Estonia,Male,15-49 years,Amphetamine use disorders,Number,2002,1145.89406,1460.45689,870.1841876
Prevalence,Estonia,Female,15-49 years,Amphetamine use disorders,Number,2002,579.8064069,767.0608577,420.0955139
Prevalence,Estonia,Male,50-69 years,Amphetamine use disorders,Number,2002,46.17591395,66.54705017,31.81844015
Prevalence,Estonia,Female,50-69 years,Amphetamine use disorders,Number,2002,31.09174387,45.86385537,20.92043625
Prevalence,Estonia,Male,70+ years,Amphetamine use disorders,Number,2002,5.961619932,8.309541878,3.950256592
Prevalence,Estonia,Female,70+ years,Amphetamine use disorders,Number,2002,8.002505835,11.6801145,5.19920827
Prevalence,Estonia,Male,5-14 years,Other drug use disorders,Number,2002,0.005528618,0.0126534,0.000733459
Prevalence,Estonia,Female,5-14 years,Other drug use disorders,Number,2002,0.004664979,0.010782856,0.000463207
Prevalence,Estonia,Male,15-49 years,Other drug use disorders,Number,2002,256.076704,287.3762682,227.1714761
Prevalence,Estonia,Female,15-49 years,Other drug use disorders,Number,2002,179.1635427,206.096951,154.2591939
Prevalence,Estonia,Male,50-69 years,Other drug use disorders,Number,2002,30.68081567,37.89160606,24.82839367
